hhid,round,foodclassR7,s11q2c,s11q2d
9100,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
9100,7,Oils and fats,Yes,No
9100,7,Sweets,No,No
9100,7,"Spices, condiments, beverages",No,No
9106,7,None / Only water,No,
9106,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9106,7,White roots and tubers,No,
9106,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9106,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9106,7,"Other vegetables (e.g., cabbage)",No,
9106,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9106,7,"Other fruits (e.g., banana, watermelon)",No,
9106,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9106,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9106,7,Eggs,No,
9106,7,Fish and seafood,No,
9106,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9106,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9106,7,Oils and fats,Yes,
9106,7,Sweets,No,
9106,7,"Spices, condiments, beverages",No,
9108,7,None / Only water,No,
9108,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9108,7,White roots and tubers,No,
9108,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9108,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9108,7,"Other vegetables (e.g., cabbage)",Yes,
9108,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9108,7,"Other fruits (e.g., banana, watermelon)",No,
9108,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9108,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9108,7,Eggs,No,
9108,7,Fish and seafood,No,
9108,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
9108,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9108,7,Oils and fats,Yes,
9108,7,Sweets,No,
9108,7,"Spices, condiments, beverages",Yes,
9111,7,None / Only water,No,
9111,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
9111,7,White roots and tubers,No,
9111,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
9111,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
9111,7,"Other vegetables (e.g., cabbage)",No,
9111,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
9111,7,"Other fruits (e.g., banana, watermelon)",No,
9111,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
9111,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
9111,7,Eggs,No,
9111,7,Fish and seafood,No,
9111,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
9111,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
9111,7,Oils and fats,Yes,
9111,7,Sweets,No,
9111,7,"Spices, condiments, beverages",Yes,
9115,7,None / Only water,No,No
9115,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
9115,7,White roots and tubers,No,No
9115,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
9115,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
9115,7,"Other vegetables (e.g., cabbage)",No,No
9115,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
9115,7,"Other fruits (e.g., banana, watermelon)",No,No
9115,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
9115,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
9115,7,Eggs,No,No
9115,7,Fish and seafood,No,No
9115,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
9115,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
9115,7,Oils and fats,Yes,Yes
9115,7,Sweets,No,No
9115,7,"Spices, condiments, beverages",Yes,Yes
10001,7,None / Only water,No,
10001,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
10001,7,White roots and tubers,No,
10001,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
10001,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
10001,7,"Other vegetables (e.g., cabbage)",No,
10001,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
10001,7,"Other fruits (e.g., banana, watermelon)",No,
10001,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
10001,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
10001,7,Eggs,No,
10001,7,Fish and seafood,No,
10001,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
10001,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
10001,7,Oils and fats,Yes,
10001,7,Sweets,No,
10001,7,"Spices, condiments, beverages",Yes,
10002,7,None / Only water,No,
10002,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
10002,7,White roots and tubers,No,
10002,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
10002,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
10002,7,"Other vegetables (e.g., cabbage)",Yes,
10002,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
10002,7,"Other fruits (e.g., banana, watermelon)",No,
10002,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
10002,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
10002,7,Eggs,No,
10002,7,Fish and seafood,No,
10002,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
10002,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
10002,7,Oils and fats,No,
10002,7,Sweets,No,
10002,7,"Spices, condiments, beverages",No,
10003,7,None / Only water,No,
10003,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
10003,7,White roots and tubers,No,
10003,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
10003,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
10003,7,"Other vegetables (e.g., cabbage)",No,
10003,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
10003,7,"Other fruits (e.g., banana, watermelon)",No,
10003,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
10003,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
10003,7,Eggs,No,
10003,7,Fish and seafood,No,
10003,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
10003,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
10003,7,Oils and fats,Yes,
10003,7,Sweets,No,
10003,7,"Spices, condiments, beverages",Yes,
10004,7,None / Only water,No,No
10004,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10004,7,White roots and tubers,No,No
10004,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10004,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10004,7,"Other vegetables (e.g., cabbage)",No,No
10004,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10004,7,"Other fruits (e.g., banana, watermelon)",No,No
10004,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10004,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10004,7,Eggs,No,No
10004,7,Fish and seafood,No,No
10004,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10004,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
10004,7,Oils and fats,Yes,No
10004,7,Sweets,No,No
10004,7,"Spices, condiments, beverages",No,No
10005,7,None / Only water,No,No
10005,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10005,7,White roots and tubers,No,No
10005,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10005,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10005,7,"Other vegetables (e.g., cabbage)",No,No
10005,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10005,7,"Other fruits (e.g., banana, watermelon)",No,No
10005,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10005,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10005,7,Eggs,No,No
10005,7,Fish and seafood,No,No
10005,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10005,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10005,7,Oils and fats,Yes,Yes
10005,7,Sweets,No,No
10005,7,"Spices, condiments, beverages",No,No
10006,7,None / Only water,No,No
10006,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10006,7,White roots and tubers,No,No
10006,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10006,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10006,7,"Other vegetables (e.g., cabbage)",No,No
10006,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10006,7,"Other fruits (e.g., banana, watermelon)",No,No
10006,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10006,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10006,7,Eggs,No,No
10006,7,Fish and seafood,No,No
10006,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10006,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10006,7,Oils and fats,Yes,Yes
10006,7,Sweets,No,No
10006,7,"Spices, condiments, beverages",Yes,Yes
10007,7,None / Only water,No,No
10007,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10007,7,White roots and tubers,No,No
10007,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10007,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10007,7,"Other vegetables (e.g., cabbage)",No,No
10007,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10007,7,"Other fruits (e.g., banana, watermelon)",No,No
10007,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10007,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10007,7,Eggs,No,Yes
10007,7,Fish and seafood,No,No
10007,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10007,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
10007,7,Oils and fats,Yes,No
10007,7,Sweets,No,No
10007,7,"Spices, condiments, beverages",No,No
10009,7,None / Only water,No,No
10009,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10009,7,White roots and tubers,No,No
10009,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10009,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10009,7,"Other vegetables (e.g., cabbage)",No,No
10009,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10009,7,"Other fruits (e.g., banana, watermelon)",No,No
10009,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10009,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10009,7,Eggs,No,No
10009,7,Fish and seafood,No,No
10009,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10009,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10009,7,Oils and fats,Yes,Yes
10009,7,Sweets,No,No
10009,7,"Spices, condiments, beverages",Yes,Yes
10010,7,None / Only water,No,No
10010,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10010,7,White roots and tubers,No,No
10010,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10010,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10010,7,"Other vegetables (e.g., cabbage)",No,No
10010,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10010,7,"Other fruits (e.g., banana, watermelon)",No,No
10010,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10010,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10010,7,Eggs,No,No
10010,7,Fish and seafood,No,No
10010,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10010,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10010,7,Oils and fats,Yes,Yes
10010,7,Sweets,No,No
10010,7,"Spices, condiments, beverages",Yes,Yes
10011,7,None / Only water,No,
10011,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
10011,7,White roots and tubers,No,
10011,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
10011,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
10011,7,"Other vegetables (e.g., cabbage)",No,
10011,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
10011,7,"Other fruits (e.g., banana, watermelon)",No,
10011,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
10011,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
10011,7,Eggs,No,
10011,7,Fish and seafood,No,
10011,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
10011,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
10011,7,Oils and fats,Yes,
10011,7,Sweets,No,
10011,7,"Spices, condiments, beverages",Yes,
10012,7,None / Only water,No,No
10012,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10012,7,White roots and tubers,No,No
10012,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10012,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10012,7,"Other vegetables (e.g., cabbage)",Yes,No
10012,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10012,7,"Other fruits (e.g., banana, watermelon)",No,No
10012,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10012,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10012,7,Eggs,No,No
10012,7,Fish and seafood,No,No
10012,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10012,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
10012,7,Oils and fats,Yes,No
10012,7,Sweets,No,No
10012,7,"Spices, condiments, beverages",No,No
10013,7,None / Only water,No,No
10013,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10013,7,White roots and tubers,No,No
10013,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10013,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10013,7,"Other vegetables (e.g., cabbage)",No,No
10013,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10013,7,"Other fruits (e.g., banana, watermelon)",No,No
10013,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10013,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10013,7,Eggs,No,No
10013,7,Fish and seafood,No,No
10013,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10013,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
10013,7,Oils and fats,Yes,Yes
10013,7,Sweets,No,No
10013,7,"Spices, condiments, beverages",Yes,Yes
10014,7,None / Only water,No,No
10014,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10014,7,White roots and tubers,No,No
10014,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10014,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10014,7,"Other vegetables (e.g., cabbage)",No,No
10014,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10014,7,"Other fruits (e.g., banana, watermelon)",No,No
10014,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10014,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10014,7,Eggs,No,No
10014,7,Fish and seafood,No,No
10014,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10014,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10014,7,Oils and fats,Yes,Yes
10014,7,Sweets,No,No
10014,7,"Spices, condiments, beverages",Yes,Yes
10016,7,None / Only water,No,No
10016,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10016,7,White roots and tubers,No,No
10016,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10016,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10016,7,"Other vegetables (e.g., cabbage)",No,No
10016,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10016,7,"Other fruits (e.g., banana, watermelon)",No,No
10016,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10016,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10016,7,Eggs,No,No
10016,7,Fish and seafood,No,No
10016,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10016,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10016,7,Oils and fats,Yes,Yes
10016,7,Sweets,No,No
10016,7,"Spices, condiments, beverages",Yes,Yes
10017,7,None / Only water,No,No
10017,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10017,7,White roots and tubers,No,No
10017,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10017,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10017,7,"Other vegetables (e.g., cabbage)",No,No
10017,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10017,7,"Other fruits (e.g., banana, watermelon)",No,No
10017,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10017,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10017,7,Eggs,No,No
10017,7,Fish and seafood,No,No
10017,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
10017,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
10017,7,Oils and fats,Yes,No
10017,7,Sweets,No,No
10017,7,"Spices, condiments, beverages",No,No
10018,7,None / Only water,No,
10018,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
10018,7,White roots and tubers,No,
10018,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
10018,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
10018,7,"Other vegetables (e.g., cabbage)",No,
10018,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
10018,7,"Other fruits (e.g., banana, watermelon)",No,
10018,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
10018,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
10018,7,Eggs,No,
10018,7,Fish and seafood,No,
10018,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
10018,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
10018,7,Oils and fats,Yes,
10018,7,Sweets,No,
10018,7,"Spices, condiments, beverages",No,
10019,7,None / Only water,No,No
10019,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
10019,7,White roots and tubers,No,No
10019,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
10019,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
10019,7,"Other vegetables (e.g., cabbage)",No,No
10019,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
10019,7,"Other fruits (e.g., banana, watermelon)",No,No
10019,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
10019,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
10019,7,Eggs,No,No
10019,7,Fish and seafood,No,No
