hhid,round,comment,CSID,CSID_r7,s15q45a,s15q45b,s15q45c,s15q46Ia,s15q46Ib,s15q46Ic,s15q51Ia,s15q51Ib,s15q51Ic,s15q46Ua,s15q46Ub,s15q46Uc,s15q51Ua,s15q51Ub,s15q51Uc,klip_payouts_change_coping,ibli_payouts_change_coping
7005,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7005,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7005,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7005,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7005,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
7005,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7005,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7005,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7005,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7005,7,,,No change,,,,,,,,,,,,,,,,,
7005,7,,,Migrate further,,,,,,,,,,,,,,,,,
7005,7,,,Migrate less,,,,,,,,,,,,,,,,,
7005,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7005,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7005,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7005,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7005,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7005,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7005,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7005,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7005,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7005,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7005,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7005,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7005,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7005,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7005,7,,,Other,,,,,,,,,,,,,,,,,
7006,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
7006,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,1,,,
7006,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7006,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7006,3,0,Sell livestock,,No,,,,,,,,,Yes,3,,No,,,,
7006,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,2,,,
7006,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7006,3,0,Did not do anything different,,Yes,3,,,,,,,,No,,,Yes,3,,,
7006,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7006,7,,,No change,,,,,,,,,,,,,,,,,
7006,7,,,Migrate further,,,,,,,,,,,,,,,,,
7006,7,,,Migrate less,,,,,,,,,,,,,,,,,
7006,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7006,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7006,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7006,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7006,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7006,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7006,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7006,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7006,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7006,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7006,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7006,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7006,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7006,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7006,7,,,Other,,,,,,,,,,,,,,,,,
7007,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7007,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7007,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7007,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7007,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
7007,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7007,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7007,3,0,Did not do anything different,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7007,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7007,7,,,No change,,,,,,,,,,,,,,,,,
7007,7,,,Migrate further,,,,,,,,,,,,,,,,,
7007,7,,,Migrate less,,,,,,,,,,,,,,,,,
7007,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7007,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7007,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7007,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7007,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7007,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7007,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7007,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7007,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7007,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7007,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7007,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7007,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7007,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7007,7,,,Other,,,,,,,,,,,,,,,,,
7008,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
7008,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,2,,,
7008,3,0,Rely on assistance from others,,Yes,2,,,,,,,,Yes,3,,Yes,3,,,
7008,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7008,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,2,,No,,,,
7008,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,Yes,1,,,
7008,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7008,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7008,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7008,7,,,No change,,,,,,,,,,,,,,,,,
7008,7,,,Migrate further,,,,,,,,,,,,,,,,,
7008,7,,,Migrate less,,,,,,,,,,,,,,,,,
7008,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7008,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7008,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7008,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7008,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7008,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7008,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7008,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7008,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7008,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7008,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7008,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7008,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7008,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7008,7,,,Other,,,,,,,,,,,,,,,,,
7009,3,0,Reduce the number of meals eaten each day,,Yes,1,,Yes,2,,Yes,2,,,,,,,,,
7009,3,0,Rely more on food aid,,Yes,2,,Yes,3,,Yes,3,,,,,,,,,
7009,3,0,Rely on assistance from others,,No,,,No,,,No,,,,,,,,,,
7009,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
7009,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
7009,3,0,Increase non-livestock activities like petty trade,,No,,,No,,,No,,,,,,,,,,
7009,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
7009,3,0,Did not do anything different,,Yes,3,,Yes,1,,Yes,1,,,,,,,,,
7009,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
7009,7,,,No change,,,,,,,,,,,,,,,,,
7009,7,,,Migrate further,,,,,,,,,,,,,,,,,
7009,7,,,Migrate less,,,,,,,,,,,,,,,,,
7009,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7009,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7009,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7009,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7009,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7009,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7009,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7009,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7009,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7009,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7009,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7009,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7009,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7009,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7009,7,,,Other,,,,,,,,,,,,,,,,,
7010,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
7010,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7010,3,0,Rely on assistance from others,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7010,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7010,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7010,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7010,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7010,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7010,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7010,7,,,No change,,,,,,,,,,,,,,,,,
7010,7,,,Migrate further,,,,,,,,,,,,,,,,,
7010,7,,,Migrate less,,,,,,,,,,,,,,,,,
7010,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7010,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7010,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7010,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7010,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7010,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7010,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7010,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7010,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7010,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7010,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7010,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7010,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7010,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7010,7,,,Other,,,,,,,,,,,,,,,,,
7011,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7011,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7011,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7011,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7011,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
7011,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7011,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7011,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7011,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7011,7,,,No change,,,,,,,,,,,,,,,,,
7011,7,,,Migrate further,,,,,,,,,,,,,,,,,
7011,7,,,Migrate less,,,,,,,,,,,,,,,,,
7011,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7011,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7011,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7011,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7011,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7011,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7011,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7011,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7011,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7011,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7011,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7011,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7011,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7011,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7011,7,,,Other,,,,,,,,,,,,,,,,,
7012,3,0,Reduce the number of meals eaten each day,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7012,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7012,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7012,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7012,3,0,Sell livestock,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7012,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7012,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7012,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7012,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7012,7,,,No change,,,,,,,,,,,,,,,,,
7012,7,,,Migrate further,,,,,,,,,,,,,,,,,
7012,7,,,Migrate less,,,,,,,,,,,,,,,,,
7012,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7012,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7012,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7012,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7012,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7012,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7012,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7012,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7012,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7012,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7012,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7012,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7012,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7012,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7012,7,,,Other,,,,,,,,,,,,,,,,,
7013,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
7013,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7013,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7013,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7013,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7013,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7013,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7013,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7013,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7013,7,,,No change,,,,,,,,,,,,,,,,,
7013,7,,,Migrate further,,,,,,,,,,,,,,,,,
7013,7,,,Migrate less,,,,,,,,,,,,,,,,,
7013,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7013,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7013,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7013,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7013,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7013,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7013,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7013,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7013,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7013,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7013,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7013,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7013,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7013,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7013,7,,,Other,,,,,,,,,,,,,,,,,
7014,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
7014,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
7014,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7014,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7014,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
7014,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7014,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7014,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7014,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7014,7,,,No change,,,,,,,,,,,,,,,,,
7014,7,,,Migrate further,,,,,,,,,,,,,,,,,
7014,7,,,Migrate less,,,,,,,,,,,,,,,,,
7014,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7014,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7014,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7014,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7014,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7014,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7014,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7014,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7014,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7014,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7014,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7014,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7014,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7014,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7014,7,,,Other,,,,,,,,,,,,,,,,,
7015,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
7015,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,3,,Yes,2,,,
7015,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7015,3,0,"Pull children otherwise in school, out of school",,Yes,4,,,,,,,,Yes,5,,Yes,4,,,
7015,3,0,Sell livestock,,Yes,3,,,,,,,,No,,,No,,,,
7015,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,4,,Yes,3,,,
7015,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,2,,No,,,,
7015,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7015,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7015,7,,,No change,,,,,,,,,,,,,,,,,
7015,7,,,Migrate further,,,,,,,,,,,,,,,,,
7015,7,,,Migrate less,,,,,,,,,,,,,,,,,
7015,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7015,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7015,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7015,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7015,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7015,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7015,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7015,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7015,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7015,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7015,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7015,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7015,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7015,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7015,7,,,Other,,,,,,,,,,,,,,,,,
7016,3,0,Reduce the number of meals eaten each day,,Yes,3,,,,,,,,No,,,No,,,,
7016,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7016,3,0,Rely on assistance from others,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
7016,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7016,3,0,Sell livestock,,No,,,,,,,,,Yes,3,,No,,,,
7016,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,Yes,3,,,
7016,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7016,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7016,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7016,7,,,No change,,,,,,,,,,,,,,,,,
7016,7,,,Migrate further,,,,,,,,,,,,,,,,,
7016,7,,,Migrate less,,,,,,,,,,,,,,,,,
7016,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7016,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7016,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7016,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7016,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7016,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7016,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7016,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7016,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7016,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7016,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7016,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7016,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7016,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7016,7,,,Other,,,,,,,,,,,,,,,,,
7017,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
7017,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,3,,Yes,2,,,
7017,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
7017,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7017,3,0,Sell livestock,,Yes,2,,,,,,,,Yes,2,,No,,,,
7017,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
7017,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7017,3,0,Did not do anything different,,No,,,,,,,,,No,,,Yes,3,,,
7017,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7017,7,,,No change,,,,,,,,,,,,,,,,,
7017,7,,,Migrate further,,,,,,,,,,,,,,,,,
7017,7,,,Migrate less,,,,,,,,,,,,,,,,,
7017,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7017,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7017,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7017,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7017,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7017,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7017,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7017,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7017,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7017,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7017,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7017,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7017,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7017,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7017,7,,,Other,,,,,,,,,,,,,,,,,
7018,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,2,,Yes,1,,,
7018,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,1,,Yes,2,,,
7018,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
7018,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
7018,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
7018,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
7018,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
7018,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7018,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7018,7,,,No change,,,,,,,,,,,,,,,,,
7018,7,,,Migrate further,,,,,,,,,,,,,,,,,
7018,7,,,Migrate less,,,,,,,,,,,,,,,,,
7018,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
7018,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
7018,7,,,Rely more on others,,,,,,,,,,,,,,,,,
7018,7,,,Rely less on others,,,,,,,,,,,,,,,,,
7018,7,,,Keep children in school,,,,,,,,,,,,,,,,,
7018,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
7018,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
7018,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
7018,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
7018,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
7018,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
7018,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
7018,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
7018,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
7018,7,,,Other,,,,,,,,,,,,,,,,,
7019,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,4,,Yes,2,,,
7019,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,2,,Yes,1,,,
7019,3,0,Rely on assistance from others,,Yes,3,,,,,,,,No,,,Yes,3,,,
7019,3,0,"Pull children otherwise in school, out of school",,Yes,4,,,,,,,,No,,,Yes,4,,,
7019,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
7019,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,3,,No,,,,
7019,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,1,,No,,,,
7019,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
7019,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
7019,7,,,No change,,,,,,,,,,,,,,,,,
